./src/main/resources/selfies_europe/IMG_20170203_105218769_HDR.jpg,1170,862,1632,1324
./src/main/resources/selfies_europe/IMG_20170202_171148907.jpg,233,603,788,1158
./src/main/resources/selfies_europe/IMG_20170131_134722808_TOP.jpg,664,603,1219,1158
./src/main/resources/selfies_europe/IMG_20170123_142023572.jpg,1067,913,1529,1376
./src/main/resources/selfies_europe/IMG_20170212_144019884_HDR.jpg,132,724,798,1390
./src/main/resources/selfies_europe/IMG_20170212_121227981_HDR.jpg,399,657,861,1119
./src/main/resources/selfies_europe/IMG_20170120_133806002.jpg,1683,605,2145,1067
./src/main/resources/selfies_europe/IMG_20170121_101623769.jpg,1067,759,1529,1221
./src/main/resources/selfies_europe/IMG_20170118_094905374_HDR.jpg,1157,542,1712,1096
./src/main/resources/selfies_europe/IMG_20170212_120808163.jpg,964,708,1426,1170
./src/main/resources/selfies_europe/IMG_20170216_142345858_HDR.jpg,849,726,1404,1281
./src/main/resources/selfies_europe/IMG_20170119_131714705_HDR.jpg,1034,788,1589,1343
./src/main/resources/selfies_europe/IMG_20170201_162010432.jpg,911,480,1466,1035
./src/main/resources/selfies_europe/IMG_20170210_141127546.jpg,233,665,788,1220
./src/main/resources/selfies_europe/IMG_20170119_170506738_HDR.jpg,1650,665,2205,1220
./src/main/resources/selfies_europe/IMG_20170211_161811742.jpg,356,788,911,1343
./src/main/resources/selfies_europe/IMG_20170120_161734818.jpg,451,965,913,1427
./src/main/resources/selfies_europe/IMG_20170202_103915061.jpg,849,850,1404,1404
./src/main/resources/selfies_europe/IMG_20170202_163615506.jpg,1170,965,1632,1427
./src/main/resources/selfies_europe/IMG_20170207_105933596.jpg,245,913,707,1376
./src/main/resources/selfies_europe/IMG_20170127_143442071_TOP.jpg,348,759,810,1221
./src/main/resources/selfies_europe/IMG_20170206_150100674_HDR.jpg,1034,542,1589,1096
./src/main/resources/selfies_europe/IMG_20170121_095039741.jpg,964,657,1426,1119
./src/main/resources/selfies_europe/IMG_20170119_090030862_HDR.jpg,1774,788,2328,1343
./src/main/resources/selfies_europe/IMG_20170207_104159667_HDR.jpg,233,542,788,1096
./src/main/resources/selfies_europe/IMG_20170206_162447800.jpg,1034,788,1589,1343
./src/main/resources/selfies_europe/IMG_20170210_103817491.jpg,1375,913,1837,1376
./src/main/resources/selfies_europe/IMG_20170120_173548809_HDR.jpg,1170,965,1632,1427
./src/main/resources/selfies_europe/IMG_20170121_190947336.jpg,1157,788,1712,1343
./src/main/resources/selfies_europe/IMG_20170131_104736829_HDR.jpg,418,665,972,1220
./src/main/resources/selfies_europe/IMG_20170123_145318733.jpg,788,911,1342,1440
./src/main/resources/selfies_europe/IMG_20170118_140422210_HDR.jpg,1034,726,1589,1281
./src/main/resources/selfies_europe/IMG_20170211_161819438.jpg,479,788,1034,1343
./src/main/resources/selfies_europe/IMG_20170202_171204340.jpg,650,872,1315,1440
./src/main/resources/selfies_europe/IMG_20170131_141813593_HDR.jpg,233,542,788,1096
./src/main/resources/selfies_europe/IMG_20170123_150653369.jpg,810,965,1272,1427
./src/main/resources/selfies_europe/IMG_20170122_123226972_HDR.jpg,0,603,541,1158
./src/main/resources/selfies_europe/IMG_20170119_103602946_HDR.jpg,788,788,1342,1343
./src/main/resources/selfies_europe/IMG_20170121_100040924.jpg,1375,862,1837,1324
./src/main/resources/selfies_europe/IMG_20170120_152728135_HDR.jpg,972,850,1527,1404
./src/main/resources/selfies_europe/IMG_20170121_093620845.jpg,1096,665,1650,1220
./src/main/resources/selfies_europe/IMG_20170210_161142192.jpg,759,1016,1221,1440
./src/main/resources/selfies_europe/IMG_20170212_143911378.jpg,171,665,726,1220
./src/main/resources/selfies_europe/IMG_20170122_121754601_HDR.jpg,1016,759,1478,1221
./src/main/resources/selfies_europe/IMG_20170120_122942001_HDR.jpg,911,603,1466,1158
./src/main/resources/selfies_europe/IMG_20170122_142348826_HDR.jpg,233,788,788,1343
./src/main/resources/selfies_europe/IMG_20170131_140420383.jpg,161,547,546,932
./src/main/resources/selfies_europe/IMG_20170121_113830090_HDR.jpg,233,850,788,1404
./src/main/resources/selfies_europe/IMG_20170209_135223203_HDR.jpg,964,605,1426,1067
